% b (um)                                          ,w (um)                                            ,Ef (eV)                                           ,freq (THz)                                        ,S11 (1)                                           ,Absorptance (1)
5.341,12.856,0.33869,3.2,-0.29853775157186563+0.18042168976402517j         ,0.878323225
5.341,12.856,0.33869,3.3,-0.24587575636958117+0.2671125974157351j          ,0.868195973
5.341,12.856,0.33869,3.4,-0.1625981436523405+0.3422753588015613j           ,0.856409422
5.341,12.856,0.33869,3.5,-0.050706371918864214+0.3938919985050831j         ,0.842277957
5.341,12.856,0.33869,3.6,0.08308155075437675+0.4101481357191349j           ,0.824875963
5.341,12.856,0.33869,3.7,0.22719786438524794+0.381151325312396j            ,0.803104798
5.341,12.856,0.33869,3.8,0.36563923744695875+0.3008743351189839j           ,0.775782583
5.341,12.856,0.33869,3.9,0.4791675794690885+0.16918638797478308j           ,0.741774397
5.341,12.856,0.33869,4,0.54752699513836-0.006373449508001522j            ,0.700173569
5.341,12.856,0.33869,4.1,0.5527324523498921-0.20966632353370934j           ,0.650526869
5.341,12.856,0.33869,4.2,0.4830956312450685-0.4165947570618081j            ,0.593067419
5.341,12.856,0.33869,4.3,0.3371071703349227-0.5978891326459572j            ,0.528887341
5.341,12.856,0.33869,4.4,0.1258477325702194-0.7240134640316147j            ,0.459966852
5.341,12.856,0.33869,4.5,-0.12735369556414916-0.7712207049556175j          ,0.38899966
5.341,12.856,0.33869,4.6,-0.3905039563897182-0.7269653699211464j           ,0.319028011
5.341,12.856,0.33869,4.7,-0.6289662994966179-0.5928107254205205j           ,0.252976838
5.341,12.856,0.33869,4.8,-0.8120462040777733-0.3838565818402723j           ,0.193235087
5.341,12.856,0.33869,4.9,-0.9181206236606051-0.12511770540928577j          ,0.14140008
5.341,12.856,0.33869,5,-0.9370997723402296+0.15366102728483763j          ,0.098232305
5.5609,11.194,0.062254,0.1,-0.966021261783204+0.25336631127835096j           ,0.002608434
5.5609,11.194,0.062254,0.2,-0.8669537446945244+0.48798004344412477j          ,0.010266682
5.5609,11.194,0.062254,0.3,-0.7110420847462025+0.6869583315650621j           ,0.022507404
5.5609,11.194,0.062254,0.4,-0.5108260662169538+0.8368893153669898j           ,0.038673004
5.5609,11.194,0.062254,0.5,-0.28167388934374155+0.9287643144871203j          ,0.058056668
5.5609,11.194,0.062254,0.6,-0.04028512547659891+0.9583100997747105j          ,0.080018861
5.5609,11.194,0.062254,0.7,0.19663999045014532+0.9259014352960766j           ,0.104039246
5.5609,11.194,0.062254,0.8,0.41355544882886963+0.8362400810248241j           ,0.129674418
5.5609,11.194,0.062254,0.9,0.597146903536607+0.697840400941929j              ,0.15643435
5.5609,11.194,0.062254,1,0.7373465572808858+0.522196986340276j             ,0.183630362
5.5609,11.194,0.062254,1.1,0.8280630322089059+0.3225045016508482j            ,0.210302461
5.5609,11.194,0.062254,1.2,0.8672423367001755+0.11209397417362194j           ,0.23532567
5.5609,11.194,0.062254,1.3,0.8561162863327262-0.09686615170026112j           ,0.257681853
5.5609,11.194,0.062254,1.4,0.7980570921898303-0.29388231560870154j           ,0.276738062
5.5609,11.194,0.062254,1.5,0.6977357380887311-0.46990402332282494j           ,0.292355049
5.5609,11.194,0.062254,1.6,0.5609230462343677-0.6169107601558996j            ,0.30478645
5.5609,11.194,0.062254,1.7,0.3947037771223815-0.7278339422622699j            ,0.314466681
5.5609,11.194,0.062254,1.8,0.20764132771771254-0.79691672417582j             ,0.321808814
5.5609,11.194,0.062254,1.9,0.009616113793335615-0.8202583685564709j          ,0.327083739
5.5609,11.194,0.062254,2,-0.18866453849378143-0.7962448316133048j          ,0.33039986
5.5609,11.194,0.062254,2.1,-0.37627675063605454-0.7257079878366519j          ,0.331763723
5.5609,11.194,0.062254,2.2,-0.5426141188974137-0.6118802359250751j           ,0.331172495
5.5609,11.194,0.062254,2.3,-0.6778165026821094-0.46030880758881254j          ,0.32868059
5.5609,11.194,0.062254,2.4,-0.7732181574744424-0.2787931217329823j           ,0.324408076
5.5609,11.194,0.062254,2.5,-0.8219038955113842-0.07725533112221138j          ,0.3185056
5.5609,11.194,0.062254,2.6,-0.8193321059651605+0.13259618240421206j          ,0.311113153
5.5609,11.194,0.062254,2.7,-0.7638832648268017+0.33784474640180023j          ,0.302343285
5.5609,11.194,0.062254,2.8,-0.6572302837657719+0.5251276446170365j           ,0.292289311
5.5609,11.194,0.062254,2.9,-0.5044922064957501+0.6814991277220588j           ,0.281046552
5.5609,11.194,0.062254,3,-0.31416799255432354+0.7953419474036727j          ,0.268729659
5.5609,11.194,0.062254,3.1,-0.09783119697716695+0.8572942196012872j          ,0.255475678
5.5609,11.194,0.062254,3.2,0.1304508556595275+0.8611326011132608j            ,0.241433218
5.5609,11.194,0.062254,3.3,0.3549911739069253+0.8045067541348185j            ,0.226750149
5.5609,11.194,0.062254,3.4,0.5595998880559521+0.6894074071793979j            ,0.211565392
5.5609,11.194,0.062254,3.5,0.7288451816169562+0.5222787588266965j            ,0.196009599
5.5609,11.194,0.062254,3.6,0.8493238220847078+0.313742830632889j             ,0.180214481
5.5609,11.194,0.062254,3.7,0.9108249600363197+0.07795229625044374j           ,0.164321332
5.5609,11.194,0.062254,3.8,0.907282783982263-0.16838102411736514j            ,0.148485781
5.5609,11.194,0.062254,3.9,0.8374336987774658-0.4072246404207336j            ,0.132872892
5.5609,11.194,0.062254,4,0.7050934203618016-0.620640818180807j             ,0.117648243
5.5609,11.194,0.062254,4.1,0.5189969688910184-0.7922586139236175j            ,0.102968435
5.5609,11.194,0.062254,4.2,0.29219346885581327-0.908650334664962j            ,0.088977546
5.5609,11.194,0.062254,4.3,0.041047818627474794-0.9604745634433796j          ,0.07580369
5.5609,11.194,0.062254,4.4,-0.21605772203989157-0.9432710370818889j          ,0.063558811
5.5609,11.194,0.062254,4.5,-0.46019644748825034-0.8578366650799853j          ,0.052335486
5.5609,11.194,0.062254,4.6,-0.6734105616349658-0.7101511994434186j           ,0.042203489
5.5609,11.194,0.062254,4.7,-0.8401250118546136-0.5108649087292806j           ,0.033207009
5.5609,11.194,0.062254,4.8,-0.9483338664152712-0.27440491029158787j          ,0.025364823
5.5609,11.194,0.062254,4.9,-0.9904606221963705-0.01779622077422997j          ,0.01867105
5.5609,11.194,0.062254,5,-0.9638317018269333+0.24068413182008722j          ,0.013099599
5.7304,10.933,0.29774,0.1,-0.9618448550786615+0.25164366607873784j          ,0.01152994
5.7304,10.933,0.29774,0.2,-0.8544306390671773+0.47581623518685945j          ,0.043547193
5.7304,10.933,0.29774,0.3,-0.695504678241937+0.6531503796756282j            ,0.089667824
5.7304,10.933,0.29774,0.4,-0.5062137413483666+0.7753710935436028j           ,0.142547315
5.7304,10.933,0.29774,0.5,-0.305127243548238+0.8430301371216771j            ,0.196197553
5.7304,10.933,0.29774,0.6,-0.1059329168541036+0.8613555058941967j           ,0.24684491
5.7304,10.933,0.29774,0.7,0.08211268912900478+0.8369992352129442j           ,0.292689787
5.7304,10.933,0.29774,0.8,0.2527585477391244+0.7764283725387708j            ,0.333272099
5.7304,10.933,0.29774,0.9,0.4014686559873536+0.6855202153061629j            ,0.368884953
5.7304,10.933,0.29774,1,0.524619363592141+0.5697452630489073j             ,0.400164859
5.7304,10.933,0.29774,1.1,0.6191456853918675+0.43450958998841266j           ,0.427860036
5.7304,10.933,0.29774,1.2,0.6824950030768429+0.28545954198560175j           ,0.452713421
5.7304,10.933,0.29774,1.3,0.712760908531076+0.12867381819282567j            ,0.475414936
5.7304,10.933,0.29774,1.4,0.708910346378092-0.029271888328544122j           ,0.496589277
5.7304,10.933,0.29774,1.5,0.6710459214411948-0.18136209089985375j           ,0.516805163
5.7304,10.933,0.29774,1.6,0.6006779350130674-0.3203182277289916j            ,0.536582251
5.7304,10.933,0.29774,1.7,0.5009666926181898-0.4388926628421857j            ,0.556405603
5.7304,10.933,0.29774,1.8,0.3769120941724299-0.5302889925850989j            ,0.576730858
5.7304,10.933,0.29774,1.9,0.23544025773016197-0.5887176052495776j           ,0.597979466
5.7304,10.933,0.29774,2,0.08531410328513576-0.6100858016560727j           ,0.620516818
5.7304,10.933,0.29774,2.1,-0.06323876185113865-0.5927859570828329j          ,0.644605668
5.7304,10.933,0.29774,2.2,-0.19930906202245893-0.5384674882159819j          ,0.670328662
5.7304,10.933,0.29774,2.3,-0.31259463031363394-0.4525507468477769j          ,0.697482419
5.7304,10.933,0.29774,2.4,-0.39513257396260437-0.34410342752547013j         ,0.72546308
5.7304,10.933,0.29774,2.5,-0.44308662553624123-0.22466891932515334j         ,0.753198119
5.7304,10.933,0.29774,2.6,-0.45780680383413813-0.10593975388792339j         ,0.779189699
5.7304,10.933,0.29774,2.7,-0.44526733825319176+0.0031470767334045783j       ,0.801727093
5.7304,10.933,0.29774,2.8,-0.41358449987946827+0.09855683055626711j         ,0.819234413
5.7304,10.933,0.29774,2.9,-0.369528629026966+0.18118439282851942j           ,0.830620808
5.7304,10.933,0.29774,3,-0.3158570846126106+0.2545085682285468j           ,0.835459691
5.7304,10.933,0.29774,3.1,-0.2509138938582699+0.3211129792689279j           ,0.833928672
5.7304,10.933,0.29774,3.2,-0.17054831418094607+0.3799188680438504j          ,0.826574926
5.7304,10.933,0.29774,3.3,-0.0711986922163806+0.4253030768312977j           ,0.814048039
5.7304,10.933,0.29774,3.4,0.04725424599888607+0.44816780648331583j          ,0.796912653
5.7304,10.933,0.29774,3.5,0.17975366888661706+0.4383093375670917j           ,0.775573543
5.7304,10.933,0.29774,3.6,0.31577782925801506+0.3872876027088287j           ,0.750292675
5.7304,10.933,0.29774,3.7,0.4404583298554738+0.29110983905666427j           ,0.721251521
5.7304,10.933,0.29774,3.8,0.5368774426657652+0.15215400229696607j           ,0.688611771
5.7304,10.933,0.29774,3.9,0.5891144667880226-0.020161910488406647j          ,0.652537642
5.7304,10.933,0.29774,4,0.5853514187800916-0.2102577088055072j            ,0.613155412
5.7304,10.933,0.29774,4.1,0.5201740759597693-0.3986867798179698j            ,0.570467782
5.7304,10.933,0.29774,4.2,0.39538497711161796-0.5651391192309547j           ,0.524288496
5.7304,10.933,0.29774,4.3,0.21930625755235228-0.6910894331931127j           ,0.474300161
5.7304,10.933,0.29774,4.4,0.005375646964363517-0.7613503030100216j          ,0.420316819
5.7304,10.933,0.29774,4.5,-0.22891809471507685-0.7647761098162384j          ,0.362714008
5.7304,10.933,0.29774,4.6,-0.4625106615751088-0.6951680897738316j           ,0.302825215
5.7304,10.933,0.29774,4.7,-0.6716230969038127-0.5530795799868616j           ,0.243025394
5.7304,10.933,0.29774,4.8,-0.8322892599535939-0.34780856378329117j          ,0.186323791
5.7304,10.933,0.29774,4.9,-0.9245747425692341-0.09776697572527601j          ,0.135603164
5.7304,10.933,0.29774,5,-0.936770121443307+0.17194551261503738j           ,0.09289648
2.5174,11.27,0.38646,0.1,-0.963079921482484+0.25221904240025167j           ,0.008862619
2.5174,11.27,0.38646,0.2,-0.8578313158033836+0.4798045399360894j           ,0.033913037
2.5174,11.27,0.38646,0.3,-0.6987083413567662+0.6637889056801277j           ,0.071190942
2.5174,11.27,0.38646,0.4,-0.5043418660249721+0.7936237458484977j           ,0.115800632
2.5174,11.27,0.38646,0.5,-0.2929895622681291+0.866509056388964j            ,0.163319172
2.5174,11.27,0.38646,0.6,-0.08001336373934567+0.8849004652675145j          ,0.210549028
2.5174,11.27,0.38646,0.7,0.1226319620323023+0.8540133384224925j            ,0.25562262
2.5174,11.27,0.38646,0.8,0.3058171604951802+0.7802075581340187j            ,0.297752031
2.5174,11.27,0.38646,0.9,0.4624129500971622+0.6702932140405163j            ,0.336881271
2.5174,11.27,0.38646,1,0.5866733815875341+0.5314303653596216j            ,0.37339611
2.5174,11.27,0.38646,1.1,0.6739541721264325+0.3713025608673191j            ,0.407920182
2.5174,11.27,0.38646,1.2,0.7207439097597474+0.19833827309710836j           ,0.441190146
2.5174,11.27,0.38646,1.3,0.7249405342058427+0.021846720321339715j          ,0.473983943
2.5174,11.27,0.38646,1.4,0.6863048731524503-0.1480187674884794j            ,0.507076066
2.5174,11.27,0.38646,1.5,0.6070173019455453-0.30053999404645576j           ,0.541205707
2.5174,11.27,0.38646,1.6,0.4922567471525708-0.4250409614738191j            ,0.577023476
2.5174,11.27,0.38646,1.7,0.35063789064199535-0.5118872706299069j           ,0.615024492
2.5174,11.27,0.38646,1.8,0.19427923703619468-0.5539062262741954j           ,0.655443471
2.5174,11.27,0.38646,1.9,0.038169872383033154-0.5481061174289613j          ,0.698122745
2.5174,11.27,0.38646,2,-0.10149160162011493-0.49731178814636434j         ,0.74238044
2.5174,11.27,0.38646,2.1,-0.21008075279552268-0.41100922166076254j         ,0.786937497
2.5174,11.27,0.38646,2.2,-0.27798696510439797-0.30453575816998457j         ,0.829981219
2.5174,11.27,0.38646,2.3,-0.3035125068011624-0.19611571066516895j          ,0.869418786
2.5174,11.27,0.38646,2.4,-0.2936872599532585-0.10226628206133949j          ,0.903289401
2.5174,11.27,0.38646,2.5,-0.2621020703321448-0.03327998707310091j          ,0.930194947
2.5174,11.27,0.38646,2.6,-0.2243813101582265+0.009172072980152761j         ,0.949568901
2.5174,11.27,0.38646,2.7,-0.1932562792440566+0.03129810745861979j          ,0.961672439
2.5174,11.27,0.38646,2.8,-0.17524559059452857+0.04393642502598538j         ,0.967358574
2.5174,11.27,0.38646,2.9,-0.16984661111758312+0.0584718018519872j          ,0.967733177
2.5174,11.27,0.38646,3,-0.17084579754565843+0.08344473482797371j         ,0.96384869
2.5174,11.27,0.38646,3.1,-0.168746124578003+0.12257688147366888j           ,0.956499654
2.5174,11.27,0.38646,3.2,-0.153396394054366+0.17419735263073674j           ,0.946124829
2.5174,11.27,0.38646,3.3,-0.11630624775362954+0.23170107040005536j         ,0.932787471
2.5174,11.27,0.38646,3.4,-0.05245895224013707+0.28468617389425077j         ,0.916201841
2.5174,11.27,0.38646,3.5,0.03839121259483092+0.3205300311121498j           ,0.895786614
2.5174,11.27,0.38646,3.6,0.15094968309126314+0.326306470452052j            ,0.870738281
2.5174,11.27,0.38646,3.7,0.2742202554480464+0.29098912058994636j           ,0.840128583
2.5174,11.27,0.38646,3.8,0.3921333032550216+0.20783179089718593j           ,0.803037419
2.5174,11.27,0.38646,3.9,0.48517942017288257+0.07667187144979667j          ,0.758722354
2.5174,11.27,0.38646,4,0.5331810459246882-0.09432646006991187j           ,0.706820491
2.5174,11.27,0.38646,4.1,0.5190547220324638-0.28814939928343414j           ,0.647552119
2.5174,11.27,0.38646,4.2,0.43296066274663325-0.48028245488695304j          ,0.581873828
2.5174,11.27,0.38646,4.3,0.2757619060364026-0.6422142417364408j            ,0.511516239
2.5174,11.27,0.38646,4.4,0.06052832627795372-0.7466426181219523j           ,0.438861123
2.5174,11.27,0.38646,4.5,-0.188788593716635-0.7731142565539755j            ,0.366653213
2.5174,11.27,0.38646,4.6,-0.44144222236620684-0.7123957649728209j          ,0.297621038
2.5174,11.27,0.38646,4.7,-0.6655886505240246-0.5682306423879945j           ,0.234105685
2.5174,11.27,0.38646,4.8,-0.8338942049472492-0.35611019145041295j          ,0.177805987
2.5174,11.27,0.38646,4.9,-0.9275570846953853-0.09977299995014012j          ,0.129683203
2.5174,11.27,0.38646,5,-0.938064053455223+0.17327007212873902j           ,0.090013314
3.3931,11.128,0.28979,0.1,-0.9634853891887367+0.2523773403346268j           ,0.008001583
3.3931,11.128,0.28979,0.2,-0.8590655953162337+0.48092354656007147j          ,0.030718845
3.3931,11.128,0.28979,0.3,-0.7003330872841208+0.6668855269496008j           ,0.064797261
3.3931,11.128,0.28979,0.4,-0.5051872996390576+0.7992416606928457j           ,0.10599856
3.3931,11.128,0.28979,0.5,-0.2916779331185424+0.8743873079436574j           ,0.150370819
3.3931,11.128,0.28979,0.6,-0.07547658430563163+0.8940734363158493j          ,0.194935976
3.3931,11.128,0.28979,0.7,0.13087222583988298+0.8631456111313052j           ,0.237852114
3.3931,11.128,0.28979,0.8,0.3176184917289605+0.7879509494694931j            ,0.278251795
3.3931,11.128,0.28979,0.9,0.4771404874675138+0.6755480595571317j            ,0.315971774
3.3931,11.128,0.28979,1,0.6033918679961314+0.5334934657929038j            ,0.351302976
3.3931,11.128,0.28979,1.1,0.6916315602732268+0.36991912084088374j           ,0.384805629
3.3931,11.128,0.28979,1.2,0.7384423875589992+0.19368472986108243j           ,0.417189066
3.3931,11.128,0.28979,1.3,0.7419944807814018+0.014458798030309014j          ,0.449235134
3.3931,11.128,0.28979,1.4,0.7024848345291851-0.1573740023612961j            ,0.481748481
3.3931,11.128,0.28979,1.5,0.6226862841967893-0.3110734523936826j            ,0.515495099
3.3931,11.128,0.28979,1.6,0.5084730357984931-0.43626733138278895j           ,0.551125987
3.3931,11.128,0.28979,1.7,0.3691282204693975-0.5241081103717408j            ,0.589055045
3.3931,11.128,0.28979,1.8,0.21711276860040568-0.568835112679299j            ,0.62928866
3.3931,11.128,0.28979,1.9,0.06691275762730865-0.5694628285382898j           ,0.67123477
3.3931,11.128,0.28979,2,-0.06727104973190677-0.5309523808151586j          ,0.713564175
3.3931,11.128,0.28979,2.1,-0.17469335198640257-0.46393962518916415j         ,0.754242257
3.3931,11.128,0.28979,2.2,-0.25096200814086667-0.38234659590477665j         ,0.790829151
3.3931,11.128,0.28979,2.3,-0.29902497668558314-0.29927210123829273j         ,0.821020273
3.3931,11.128,0.28979,2.4,-0.327242692614812-0.22291244604863295j           ,0.843222262
3.3931,11.128,0.28979,2.5,-0.34525094394548606-0.15464191624974402j         ,0.856887663
